LeftGene	LeftChrom	Hg19_LeftBreakpointCoord	RightGene	RightChrom	Hg19_RightBreakpointCoord	FusionName	SourceDataset	FastaDescription	Hg38_LeftBreakpoint	Hg38_RightBreakpoint	sample	fusion_id	num_reads
B3GALTL	chr13	31850908	C19orf38	chr19	10966941	B3GALTL--C19orf38	sim_heart.fusion_transcripts	B3GALTL|ENSG00000187676.7--C19orf38|ENSG00000214212.4 B3GALTL|ENST00000343307.4--C19orf38|ENST00000592854.1 chr13:31774073-31774291,31789188-31789237,31797089-31797128,31803322-31803431,31821160-31821236,31821992-31822103,31835083-31835219,31843351-31843414,31848646-31848765,31850839-31850908[+] chr19:10966941-10967033,10968992-10969019,10970591-10970634,10973846-10973883,10979894-10980146[+] FusedAt:999	chr13:31276771	chr19:10856265	ONT_85	B3GALTL|ENSG00000187676.7--C19orf38|ENSG00000214212.4	113
SLC7A14	chr3	170218898	PIH1D3	chrX	106459901	SLC7A14--PIH1D3	sim_adipose.fusion_transcripts	SLC7A14|ENSG00000013293.5--PIH1D3|ENSG00000080572.8 SLC7A14|ENST00000231706.5--PIH1D3|ENST00000372453.3 chr3:170303863-170303700,170244877-170244422,170219134-170218898[-] chrX:106459901-106459973,106462094-106462199,106465975-106466071,106482152-106482237,106486399-106487473[+] FusedAt:857	chr3:170501109	chrX:107216671	ONT_85	SLC7A14|ENSG00000013293.5--PIH1D3|ENSG00000080572.8	113
SYDE1	chr19	15221159	GPR137B	chr1	236343179	SYDE1--GPR137B	sim_testis.fusion_transcripts	SYDE1|ENSG00000105137.8--GPR137B|ENSG00000077585.9 SYDE1|ENST00000600440.1--GPR137B|ENST00000366591.4 chr19:15218216-15218332,15220068-15220208,15220515-15221159[+] chr1:236343179-236343488[+] FusedAt:903	chr19:15110348	chr1:236179879	ONT_85	SYDE1|ENSG00000105137.8--GPR137B|ENSG00000077585.9	113
TNNI1	chr1	201379454	BTG1	chr12	92538223	TNNI1--BTG1	sim_testis.fusion_transcripts	TNNI1|ENSG00000159173.14--BTG1|ENSG00000133639.3 TNNI1|ENST00000361379.4--BTG1|ENST00000256015.3 chr1:201390874-201390801,201386940-201386911,201386247-201386244,201384382-201384341,201383777-201383646,201382249-201382160,201380661-201380485,201379563-201379454[-] chr12:92538223-92536286[-] FusedAt:659	chr1:201410326	chr12:92144447	ONT_85	TNNI1|ENSG00000159173.14--BTG1|ENSG00000133639.3	112
ZNF433	chr19	12146352	FAM131A	chr3	184060532	ZNF433--FAM131A	sim_adipose.fusion_transcripts	ZNF433|ENSG00000197647.7--FAM131A|ENSG00000175182.9 ZNF433|ENST00000550507.1--FAM131A|ENST00000340957.5 chr19:12146518-12146352[-] chr3:184060532-184060648,184062283-184064061[+] FusedAt:167	chr19:12035537	chr3:184342744	ONT_85	ZNF433|ENSG00000197647.7--FAM131A|ENSG00000175182.9	112
P4HA3	chr11	74000124	FAH	chr15	80460606	P4HA3--FAH	sim_testis.fusion_transcripts	P4HA3|ENSG00000149380.7--FAH|ENSG00000103876.7 P4HA3|ENST00000331597.4--FAH|ENST00000407106.1 chr11:74022702-74022457,74015457-74015315,74013637-74013414,74009406-74009257,74000175-74000124[-] chr15:80460606-80460658,80464491-80464590,80465356-80465486,80467358-80467433,80469879-80469925,80472466-80472567,80473384-80473501,80478472-80479288[+] FusedAt:815	chr11:74289079	chr15:80168264	ONT_85	P4HA3|ENSG00000149380.7--FAH|ENSG00000103876.7	111
SLC25A17	chr22	41188529	MAGEA1	chrX	152483075	SLC25A17--MAGEA1	sim_adipose.fusion_transcripts	SLC25A17|ENSG00000100372.10--MAGEA1|ENSG00000198681.5 SLC25A17|ENST00000412879.1--MAGEA1|ENST00000356661.5 chr22:41215393-41215199,41195087-41195027,41188680-41188529[-] chrX:152483075-152481522[-] FusedAt:408	chr22:40792525	chrX:153182323	ONT_85	SLC25A17|ENSG00000100372.10--MAGEA1|ENSG00000198681.5	111
RAD21	chr8	117874080	WDR92	chr2	68365989	RAD21--WDR92	sim_heart.fusion_transcripts	RAD21|ENSG00000164754.8--WDR92|ENSG00000243667.2 RAD21|ENST00000517485.1--WDR92|ENST00000295121.6 chr8:117886767-117886602,117879000-117878825,117875498-117875369,117874179-117874080[-] chr2:68365989-68365874,68364565-68364431,68361931-68361834,68358577-68356935[-] FusedAt:572	chr8:116861841	chr2:68138857	ONT_85	RAD21|ENSG00000164754.8--WDR92|ENSG00000243667.2	111
NFATC3	chr16	68200918	SLITRK3	chr3	164908639	NFATC3--SLITRK3	sim_heart.fusion_transcripts	NFATC3|ENSG00000072736.14--SLITRK3|ENSG00000121871.3 NFATC3|ENST00000570212.1--SLITRK3|ENST00000497724.1 chr16:68119764-68119819,68155890-68157024,68160351-68160513,68191772-68191971,68200746-68200918[+] chr3:164908639-164908131[-] FusedAt:1727	chr16:68167015	chr3:165190851	ONT_85	NFATC3|ENSG00000072736.14--SLITRK3|ENSG00000121871.3	110
MST4	chrX	131157687	SPG21	chr15	65275931	MST4--SPG21	sim_colon.fusion_transcripts	MST4|ENSG00000134602.11--SPG21|ENSG00000090487.6 MST4|ENST00000394335.2--SPG21|ENST00000557795.1 chrX:131157333-131157435,131157536-131157687[+] chr15:65275931-65275845,65273363-65273202,65268893-65268813,65267085-65266968[-] FusedAt:255	chrX:132023659	chr15:64983593	ONT_85	MST4|ENSG00000134602.11--SPG21|ENSG00000090487.6	110
TAF1D	chr11	93474488	DHX38	chr16	72130038	TAF1D--DHX38	sim_colon.fusion_transcripts	TAF1D|ENSG00000166012.10--DHX38|ENSG00000140829.7 TAF1D|ENST00000532455.1--DHX38|ENST00000579387.1 chr11:93474661-93474488[-] chr16:72130038-72130379,72139416-72139523,72139904-72140016,72141239-72141447,72141544-72141698,72142126-72142281,72142372-72142506,72142699-72142824,72143314-72143409,72144855-72144976,72146312-72146802[+] FusedAt:174	chr11:93741322	chr16:72096139	ONT_85	TAF1D|ENSG00000166012.10--DHX38|ENSG00000140829.7	110
FER1L6	chr8	125110124	CASP7	chr10	115485576	FER1L6--CASP7	sim_testis.fusion_transcripts	FER1L6|ENSG00000214814.2--CASP7|ENSG00000165806.15 FER1L6|ENST00000399018.1--CASP7|ENST00000369331.4 chr8:124968225-124968314,124975518-124975638,124978247-124978301,124978399-124978530,124982275-124982337,124985674-124985752,124987390-124987546,124988138-124988324,124989657-124989849,124992705-124993051,124998308-124998416,125015407-125015587,125022834-125022954,125025671-125025771,125029868-125029958,125033790-125033909,125035684-125035836,125047518-125047695,125052123-125052247,125058008-125058142,125061848-125061997,125072421-125072531,125072789-125072950,125074093-125074273,125076588-125076814,125078669-125078791,125080008-125080047,125081601-125081716,125082708-125082839,125083747-125083872,125088439-125088566,125094529-125094699,125103664-125103824,125107137-125107279,125109512-125109600,125110026-125110124[+] chr10:115485576-115485649,115486064-115486193,115489070-115490655[+] FusedAt:4897	chr8:124097883	chr10:113725817	ONT_85	FER1L6|ENSG00000214814.2--CASP7|ENSG00000165806.15	110
HHLA3	chr1	70820891	PRKCD	chr3	53213593	HHLA3--PRKCD	sim_brain.fusion_transcripts	HHLA3|ENSG00000197568.9--PRKCD|ENSG00000163932.9 HHLA3|ENST00000359875.5--PRKCD|ENST00000464818.1 chr1:70820495-70820891[+] chr3:53213593-53213792,53215223-53215283,53215460-53215622,53215717-53215748,53218890-53218989[+] FusedAt:397	chr1:70355208	chr3:53179577	ONT_85	HHLA3|ENSG00000197568.9--PRKCD|ENSG00000163932.9	110
TMEM40	chr3	12777054	LDLRAD2	chr1	22147943	TMEM40--LDLRAD2	sim_heart.fusion_transcripts	TMEM40|ENSG00000088726.11--LDLRAD2|ENSG00000187942.7 TMEM40|ENST00000264728.8--LDLRAD2|ENST00000344642.2 chr3:12810956-12810750,12791339-12791259,12790291-12790154,12785488-12785399,12784006-12783953,12780087-12780052,12779667-12779635,12779253-12779206,12778334-12778263,12778151-12778077,12777116-12777054[-] chr1:22147943-22148104,22148695-22151714[+] FusedAt:897	chr3:12735555	chr1:21821450	ONT_85	TMEM40|ENSG00000088726.11--LDLRAD2|ENSG00000187942.7	109
ELOVL7	chr5	60083161	AKAP8L	chr19	15514526	ELOVL7--AKAP8L	sim_adipose.fusion_transcripts	ELOVL7|ENSG00000164181.9--AKAP8L|ENSG00000011243.13 ELOVL7|ENST00000511799.1--AKAP8L|ENST00000596195.1 chr5:60139365-60139249,60098492-60098454,60095057-60095007,60083258-60083161[-] chr19:15514526-15514286,15512414-15512256[-] FusedAt:305	chr5:60787334	chr19:15403715	ONT_85	ELOVL7|ENSG00000164181.9--AKAP8L|ENSG00000011243.13	109
WDR34	chr9	131402970	C2orf53	chr2	27360679	WDR34--C2orf53	sim_brain.fusion_transcripts	WDR34|ENSG00000119333.7--C2orf53|ENSG00000186143.6 WDR34|ENST00000419989.1--C2orf53|ENST00000432962.1 chr9:131418960-131418820,131403218-131402970[-] chr2:27360679-27360391[-] FusedAt:390	chr9:128640691	chr2:27137811	ONT_85	WDR34|ENSG00000119333.7--C2orf53|ENSG00000186143.6	108
HBG2	chr11	5526581	ACVRL1	chr12	52307343	HBG2--ACVRL1	sim_heart.fusion_transcripts	HBG2|ENSG00000196565.8--ACVRL1|ENSG00000139567.8 HBG2|ENST00000380252.1--ACVRL1|ENST00000550683.1 chr11:5526835-5526581[-] chr12:52307343-52307554,52307758-52307857,52308223-52308369,52309009-52309284,52309820-52310017,52312769-52312899,52314543-52317143[+] FusedAt:255	chr11:5505351	chr12:51913559	ONT_85	HBG2|ENSG00000196565.8--ACVRL1|ENSG00000139567.8	108
SENP5	chr3	196654750	FMO5	chr1	146687512	SENP5--FMO5	sim_testis.fusion_transcripts	SENP5|ENSG00000119231.6--FMO5|ENSG00000131781.8 SENP5|ENST00000445299.2--FMO5|ENST00000369272.3 chr3:196594727-196594944,196612022-196613565,196626537-196626642,196626795-196626933,196627236-196627283,196630404-196630481,196654667-196654750[+] chr1:146687512-146687324,146685037-146684875,146684103-146683961,146680613-146680414,146661828-146661756,146658824-146657840[-] FusedAt:2217	chr3:196927879	chr1:147215942	ONT_85	SENP5|ENSG00000119231.6--FMO5|ENSG00000131781.8	108
SLC6A9	chr1	44467062	DLST	chr14	75360051	SLC6A9--DLST	sim_heart.fusion_transcripts	SLC6A9|ENSG00000196517.7--DLST|ENSG00000119689.10 SLC6A9|ENST00000475075.2--DLST|ENST00000554806.1 chr1:44497058-44496978,44490034-44489920,44474295-44474025,44468657-44468525,44468318-44468184,44468088-44467985,44467299-44467062[-] chr14:75360051-75360127,75361015-75361112,75365072-75365189[+] FusedAt:1077	chr1:44001390	chr14:74893348	ONT_85	SLC6A9|ENSG00000196517.7--DLST|ENSG00000119689.10	108
TTC26	chr7	138822685	CD3EAP	chr19	45911391	TTC26--CD3EAP	sim_testis.fusion_transcripts	TTC26|ENSG00000105948.9--CD3EAP|ENSG00000117877.6 TTC26|ENST00000495038.1--CD3EAP|ENST00000590794.1 chr7:138818510-138818606,138819401-138819538,138822593-138822685[+] chr19:45911391-45911859[+] FusedAt:328	chr7:139137939	chr19:45408133	ONT_85	TTC26|ENSG00000105948.9--CD3EAP|ENSG00000117877.6	108
MPV17L	chr16	15501710	LSM6	chr4	147104064	MPV17L--LSM6	sim_adipose.fusion_transcripts	MPV17L|ENSG00000156968.8--LSM6|ENSG00000164167.5 MPV17L|ENST00000287594.7--LSM6|ENST00000504181.1 chr16:15489611-15490064,15501681-15501710[+] chr4:147104064-147104167,147108426-147108539,147110774-147110933,147111233-147111339[+] FusedAt:484	chr16:15407853	chr4:146182912	ONT_85	MPV17L|ENSG00000156968.8--LSM6|ENSG00000164167.5	108
KCNV1	chr8	110986157	MT1M	chr16	56667252	KCNV1--MT1M	sim_adipose.fusion_transcripts	KCNV1|ENSG00000164794.4--MT1M|ENSG00000205364.3 KCNV1|ENST00000297404.1--MT1M|ENST00000379818.3 chr8:110986959-110986157[-] chr16:56667252-56667317,56667663-56667898[+] FusedAt:803	chr8:109973928	chr16:56633340	ONT_85	KCNV1|ENSG00000164794.4--MT1M|ENSG00000205364.3	108
C17orf51	chr17	21449969	TIFA	chr4	113199590	C17orf51--TIFA	sim_adipose.fusion_transcripts	C17orf51|ENSG00000212719.6--TIFA|ENSG00000145365.10 C17orf51|ENST00000412778.3--TIFA|ENST00000500655.2 chr17:21454943-21454259,21450062-21449969[-] chr4:113199590-113198915[-] FusedAt:779	chr17:21546706	chr4:112278434	ONT_85	C17orf51|ENSG00000212719.6--TIFA|ENSG00000145365.10	108
TTLL10	chr1	1116240	RNASE10	chr14	20978626	TTLL10--RNASE10	sim_brain.fusion_transcripts	TTLL10|ENSG00000162571.9--RNASE10|ENSG00000182545.6 TTLL10|ENST00000379288.3--RNASE10|ENST00000430083.1 chr1:1115077-1115233,1115414-1115720,1115863-1115981,1116111-1116240[+] chr14:20978626-20979314[+] FusedAt:713	chr1:1180860	chr14:20510467	ONT_85	TTLL10|ENSG00000162571.9--RNASE10|ENSG00000182545.6	107
SCRT1	chr8	145559717	STAG1	chr3	136162246	SCRT1--STAG1	sim_testis.fusion_transcripts	SCRT1|ENSG00000170616.9--STAG1|ENSG00000118007.8 SCRT1|ENST00000332135.4--STAG1|ENST00000536929.1 chr8:145559943-145559717[-] chr3:136162246-136162129,136152501-136152398,136141886-136141794,136141699-136141610,136141455-136141252,136140005-136139935,136136814-136136727,136117671-136117591,136096594-136096502,136088124-136087950,136085924-136085785,136082309-136082208,136078138-136077990,136076690-136076562,136068205-136068000,136062848-136062674,136060393-136060283,136059447-136059333,136057292-136057212,136057119-136056822[-] FusedAt:227	chr8:144336055	chr3:136443404	ONT_85	SCRT1|ENSG00000170616.9--STAG1|ENSG00000118007.8	107
ZNF395	chr8	28218402	WDR25	chr14	100995405	ZNF395--WDR25	sim_colon.fusion_transcripts	ZNF395|ENSG00000186918.9--WDR25|ENSG00000176473.9 ZNF395|ENST00000522795.1--WDR25|ENST00000555201.1 chr8:28243655-28243521,28218699-28218402[-] chr14:100995405-100995961[+] FusedAt:433	chr8:28360885	chr14:100529068	ONT_85	ZNF395|ENSG00000186918.9--WDR25|ENSG00000176473.9	107
CSGALNACT2	chr10	43659492	C1GALT1C1	chrX	119761026	CSGALNACT2--C1GALT1C1	sim_brain.fusion_transcripts	CSGALNACT2|ENSG00000169826.6--C1GALT1C1|ENSG00000171155.7 CSGALNACT2|ENST00000374466.3--C1GALT1C1|ENST00000304661.5 chr10:43633934-43634015,43650345-43651258,43654163-43654379,43655942-43656043,43659314-43659492[+] chrX:119761026-119759648[-] FusedAt:1494	chr10:43164044	chrX:120627171	ONT_85	CSGALNACT2|ENSG00000169826.6--C1GALT1C1|ENSG00000171155.7	107
ZSCAN5C	chr19	56719553	POTEF	chr2	130868253	ZSCAN5C--POTEF	sim_heart.fusion_transcripts	ZSCAN5C|ENSG00000204532.2--POTEF|ENSG00000196604.7 ZSCAN5C|ENST00000376267.1--POTEF|ENST00000360967.5 chr19:56717283-56717666,56718428-56718631,56719403-56719553[+] chr2:130868253-130868116,130865652-130865582,130857209-130857043,130851081-130851011,130845710-130845640,130843960-130843916,130843568-130843387,130834774-130834654,130833145-130832909[-] FusedAt:739	chr19:56208184	chr2:130110680	ONT_85	ZSCAN5C|ENSG00000204532.2--POTEF|ENSG00000196604.7	107
FITM2	chr20	42939616	NANOS3	chr19	13991256	FITM2--NANOS3	sim_colon.fusion_transcripts	FITM2|ENSG00000197296.5--NANOS3|ENSG00000187556.6 FITM2|ENST00000396825.3--NANOS3|ENST00000397555.2 chr20:42939809-42939616[-] chr19:13991256-13991571[+] FusedAt:194	chr20:44310976	chr19:13880442	ONT_85	FITM2|ENSG00000197296.5--NANOS3|ENSG00000187556.6	107
ADGB	chr6	146956673	LPPR4	chr1	99771241	ADGB--LPPR4	sim_brain.fusion_transcripts	ADGB|ENSG00000118492.12--LPPR4|ENSG00000117600.8 ADGB|ENST00000522396.1--LPPR4|ENST00000370184.1 chr6:146920103-146920250,146921469-146921499,146956529-146956673[+] chr1:99771241-99775146[+] FusedAt:324	chr6:146635537	chr1:99305685	ONT_85	ADGB|ENSG00000118492.12--LPPR4|ENSG00000117600.8	106
NDUFA5	chr7	123185665	GPC3	chrX	132826522	NDUFA5--GPC3	sim_adipose.fusion_transcripts	NDUFA5|ENSG00000128609.10--GPC3|ENSG00000147257.9 NDUFA5|ENST00000378795.4--GPC3|ENST00000406757.2 chr7:123197509-123197458,123190640-123190524,123185730-123185665[-] chrX:132826522-132826397,132795878-132795758,132730627-132730394[-] FusedAt:235	chr7:123545611	chrX:133692494	ONT_85	NDUFA5|ENSG00000128609.10--GPC3|ENSG00000147257.9	105
ZNF214	chr11	7023940	PRKCD	chr3	53215223	ZNF214--PRKCD	sim_adipose.fusion_transcripts	ZNF214|ENSG00000149050.5--PRKCD|ENSG00000163932.9 ZNF214|ENST00000536068.1--PRKCD|ENST00000464818.1 chr11:7041466-7041304,7040976-7040914,7024082-7023940[-] chr3:53215223-53215283,53215460-53215622,53215717-53215748,53218890-53218989[+] FusedAt:369	chr11:7002709	chr3:53181207	ONT_85	ZNF214|ENSG00000149050.5--PRKCD|ENSG00000163932.9	105
IRGQ	chr19	44098961	ZNF326	chr1	90463669	IRGQ--ZNF326	sim_testis.fusion_transcripts	IRGQ|ENSG00000167378.4--ZNF326|ENSG00000162664.12 IRGQ|ENST00000602269.1--ZNF326|ENST00000394583.3 chr19:44099676-44098961[-] chr1:90463669-90463713,90470562-90470651,90475647-90475845,90478685-90478796,90482876-90483023,90484244-90484343,90486351-90486481,90487809-90487904,90492913-90493785[+] FusedAt:716	chr19:43594809	chr1:89998110	ONT_85	IRGQ|ENSG00000167378.4--ZNF326|ENSG00000162664.12	104
THOC1	chr18	218886	CCDC120	chrX	48921901	THOC1--CCDC120	sim_colon.fusion_transcripts	THOC1|ENSG00000079134.7--CCDC120|ENSG00000147144.8 THOC1|ENST00000261600.6--CCDC120|ENST00000597275.1 chr18:268027-267966,265530-265457,265363-265303,264092-264026,260304-260186,259730-259682,259275-259180,254355-254273,252612-252539,247957-247849,246455-246324,226901-226801,225403-225337,225139-225089,224994-224924,224179-224084,223505-223440,218969-218886[-] chrX:48921901-48922195,48922567-48922629,48922985-48923159,48923278-48923376,48924712-48926000[+] FusedAt:1462	chr18:218886	chrX:49064370	ONT_85	THOC1|ENSG00000079134.7--CCDC120|ENSG00000147144.8	104
MOGAT1	chr2	223554188	PIH1D3	chrX	106482152	MOGAT1--PIH1D3	sim_testis.fusion_transcripts	MOGAT1|ENSG00000124003.9--PIH1D3|ENSG00000080572.8 MOGAT1|ENST00000446656.3--PIH1D3|ENST00000372453.3 chr2:223536505-223536598,223553063-223553241,223553984-223554188[+] chrX:106482152-106482237,106486399-106487473[+] FusedAt:478	chr2:222689469	chrX:107238922	ONT_85	MOGAT1|ENSG00000124003.9--PIH1D3|ENSG00000080572.8	104
AP4B1	chr1	114447227	PFKFB3	chr10	6262621	AP4B1--PFKFB3	sim_testis.fusion_transcripts	AP4B1|ENSG00000134262.8--PFKFB3|ENSG00000170525.14 AP4B1|ENST00000369567.1--PFKFB3|ENST00000379785.1 chr1:114447450-114447227[-] chr10:6262621-6262828,6263344-6263490,6263604-6263708,6264818-6264947,6265921-6265983,6266112-6266176,6268155-6268328,6270159-6270181,6273226-6273277,6274858-6275053[+] FusedAt:224	chr1:113904605	chr10:6220658	ONT_85	AP4B1|ENSG00000134262.8--PFKFB3|ENSG00000170525.14	103
TEX29	chr13	111980640	ZFP3	chr17	4994792	TEX29--ZFP3	sim_brain.fusion_transcripts	TEX29|ENSG00000153495.6--ZFP3|ENSG00000180787.5 TEX29|ENST00000283547.1--ZFP3|ENST00000318833.3 chr13:111973015-111973109,111973204-111973295,111980530-111980640[+] chr17:4994792-4999669[+] FusedAt:298	chr13:111328293	chr17:5091497	ONT_85	TEX29|ENSG00000153495.6--ZFP3|ENSG00000180787.5	103
UNC5CL	chr6	40999420	NOD1	chr7	30487997	UNC5CL--NOD1	sim_colon.fusion_transcripts	UNC5CL|ENSG00000124602.5--NOD1|ENSG00000106100.6 UNC5CL|ENST00000373164.1--NOD1|ENST00000434755.1 chr6:41002874-41002429,41001920-41001620,41000885-41000623,40999876-40999775,40999487-40999420[-] chr7:30487997-30487914,30486764-30486631,30485840-30485757,30477272-30477189,30475697-30475614,30472795-30472712,30469073-30468990,30468225-30468120,30465326-30464146[-] FusedAt:1180	chr6:41031681	chr7:30448381	ONT_85	UNC5CL|ENSG00000124602.5--NOD1|ENSG00000106100.6	103
ZSCAN32	chr16	3434459	BCL2A1	chr15	80253516	ZSCAN32--BCL2A1	sim_adipose.fusion_transcripts	ZSCAN32|ENSG00000140987.15--BCL2A1|ENSG00000140379.7 ZSCAN32|ENST00000396852.4--BCL2A1|ENST00000267953.3 chr16:3451065-3450945,3447744-3447192,3443814-3443649,3440517-3440423,3440133-3440010,3434941-3434459[-] chr15:80253516-80253231[-] FusedAt:1542	chr16:3384459	chr15:79961174	ONT_85	ZSCAN32|ENSG00000140987.15--BCL2A1|ENSG00000140379.7	103
SQLE	chr8	126030969	APOC4	chr19	45448397	SQLE--APOC4	sim_colon.fusion_transcripts	SQLE|ENSG00000104549.7--APOC4|ENSG00000267467.2 SQLE|ENST00000518931.1--APOC4|ENST00000592954.1 chr8:126021522-126021585,126023779-126023874,126030301-126030443,126030873-126030969[+] chr19:45448397-45448753[+] FusedAt:400	chr8:125018727	chr19:44945140	ONT_85	SQLE|ENSG00000104549.7--APOC4|ENSG00000267467.2	103
PCYT2	chr17	79864636	INHBC	chr12	57843060	PCYT2--INHBC	sim_colon.fusion_transcripts	PCYT2|ENSG00000185813.6--INHBC|ENSG00000175189.3 PCYT2|ENST00000538936.2--INHBC|ENST00000309668.2 chr17:79869340-79869143,79867478-79867390,79866913-79866752,79866510-79866444,79865733-79865649,79865474-79865430,79864774-79864636[-] chr12:57843060-57844611[+] FusedAt:785	chr17:81906760	chr12:57449277	ONT_85	PCYT2|ENSG00000185813.6--INHBC|ENSG00000175189.3	102
GSE1	chr16	85682357	FAM196A	chr10	128974664	GSE1--FAM196A	sim_brain.fusion_transcripts	GSE1|ENSG00000131149.13--FAM196A|ENSG00000188916.4 GSE1|ENST00000405402.2--FAM196A|ENST00000424811.2 chr16:85645015-85645137,85682158-85682357[+] chr10:128974664-128973476,128936284-128934458[-] FusedAt:323	chr16:85648751	chr10:127176400	ONT_85	GSE1|ENSG00000131149.13--FAM196A|ENSG00000188916.4	102
GJD4	chr10	35894559	SORD	chr15	45360379	GJD4--SORD	sim_testis.fusion_transcripts	GJD4|ENSG00000177291.3--SORD|ENSG00000140263.9 GJD4|ENST00000321660.1--SORD|ENST00000558580.1 chr10:35894338-35894559[+] chr15:45360379-45360444,45361075-45361250,45364515-45364636,45365563-45366006[+] FusedAt:222	chr10:35605631	chr15:45068181	ONT_85	GJD4|ENSG00000177291.3--SORD|ENSG00000140263.9	102
DUSP11	chr2	74000927	ANKS3	chr16	4747417	DUSP11--ANKS3	sim_brain.fusion_transcripts	DUSP11|ENSG00000144048.6--ANKS3|ENSG00000168096.10 DUSP11|ENST00000377706.4--ANKS3|ENST00000446014.2 chr2:74007222-74007001,74005503-74005428,74002171-74002040,74001050-74000927[-] chr16:4747417-4747334,4747105-4747018,4746897-4746513[-] FusedAt:554	chr2:73773800	chr16:4697416	ONT_85	DUSP11|ENSG00000144048.6--ANKS3|ENSG00000168096.10	101
CASD1	chr7	94147635	LRIG3	chr12	59268112	CASD1--LRIG3	sim_adipose.fusion_transcripts	CASD1|ENSG00000127995.12--LRIG3|ENSG00000139263.7 CASD1|ENST00000447923.1--LRIG3|ENST00000550825.1 chr7:94138531-94138611,94146872-94146968,94147515-94147635[+] chr12:59268112-59267333[-] FusedAt:299	chr7:94518323	chr12:58874330	ONT_85	CASD1|ENSG00000127995.12--LRIG3|ENSG00000139263.7	101
GPR123	chr10	134912267	MSL3	chrX	11790275	GPR123--MSL3	sim_testis.fusion_transcripts	GPR123|ENSG00000197177.11--MSL3|ENSG00000005302.13 GPR123|ENST00000392607.3--MSL3|ENST00000312196.4 chr10:134901409-134901642,134902212-134902416,134910478-134910605,134912144-134912267[+] chrX:11790275-11790374,11790740-11790824,11793099-11793870[+] FusedAt:691	chr10:133098763	chrX:11772156	ONT_85	GPR123|ENSG00000197177.11--MSL3|ENSG00000005302.13	101
