LeftBreakPoint	RightBreakPoint	FusionName	Breakpoint	BreakpointLexSort	FusionLexSort	num_LR	sim_data_name
chr9:128640691	chr2:27137811	WDR34--C2ORF53	chr9:128640691--chr2:27137811	chr2:27137811--chr9:128640691	C2ORF53--WDR34	5	cov5_pass5
chr9:128640691	chr9:137158379	WDR34--GRIN1	chr9:128640691--chr9:137158379	chr9:128640691--chr9:137158379	GRIN1--WDR34	5	cov5_pass5
chr2:74425491	chr14:35050784	WDR54--FAM177A1	chr2:74425491--chr14:35050784	chr14:35050784--chr2:74425491	FAM177A1--WDR54	5	cov5_pass5
chr12:71631778	chr15:63601296	ZFC3H1--FBXL22	chr12:71631778--chr15:63601296	chr12:71631778--chr15:63601296	FBXL22--ZFC3H1	5	cov5_pass5
chr19:36071716	chrX:12885512	WDR62--TLR7	chr19:36071716--chrX:12885512	chr19:36071716--chrX:12885512	TLR7--WDR62	5	cov5_pass5
chr15:53609513	chr1:42399404	WDR72--RIMKLA	chr15:53609513--chr1:42399404	chr15:53609513--chr1:42399404	RIMKLA--WDR72	5	cov5_pass5
chr19:33151310	chr3:23956037	WDR88--NR1D2	chr19:33151310--chr3:23956037	chr19:33151310--chr3:23956037	NR1D2--WDR88	5	cov5_pass5
chr2:68138742	chr7:99404953	WDR92--PDAP1	chr2:68138742--chr7:99404953	chr2:68138742--chr7:99404953	PDAP1--WDR92	5	cov5_pass5
chr2:68138742	chrX:120112914	WDR92--RHOXF1	chr2:68138742--chrX:120112914	chr2:68138742--chrX:120112914	RHOXF1--WDR92	5	cov5_pass5
chr2:159259810	chr20:49096349	WDSUB1--CSE1L	chr2:159259810--chr20:49096349	chr20:49096349--chr2:159259810	CSE1L--WDSUB1	5	cov5_pass5
chr8:123430033	chr5:181045467	WDYHV1--BTNL9	chr8:123430033--chr5:181045467	chr5:181045467--chr8:123430033	BTNL9--WDYHV1	5	cov5_pass5
chr15:65598872	chr8:117528651	VWA9--MED30	chr15:65598872--chr8:117528651	chr15:65598872--chr8:117528651	MED30--VWA9	5	cov5_pass5
chr1:20310740	chr16:77212847	VWA5B1--SYCE1L	chr1:20310740--chr16:77212847	chr16:77212847--chr1:20310740	SYCE1L--VWA5B1	5	cov5_pass5
chr14:67662477	chr16:30382179	VTI1B--SEPT1	chr14:67662477--chr16:30382179	chr14:67662477--chr16:30382179	SEPT1--VTI1B	5	cov5_pass5
chr19:29530290	chr22:31133610	VSTM2B--INPP5J	chr19:29530290--chr22:31133610	chr19:29530290--chr22:31133610	INPP5J--VSTM2B	5	cov5_pass5
chrX:7843752	chr2:233767034	VCX--UGT1A4	chrX:7843752--chr2:233767034	chr2:233767034--chrX:7843752	UGT1A4--VCX	5	cov5_pass5
chrY:13986339	chr8:30996697	VCY--PURG	chrY:13986339--chr8:30996697	chr8:30996697--chrY:13986339	PURG--VCY	5	cov5_pass5
chr5:133991002	chr11:59945169	VDAC1--OOSP1	chr5:133991002--chr11:59945169	chr11:59945169--chr5:133991002	OOSP1--VDAC1	5	cov5_pass5
chr4:176792165	chr1:204156796	VEGFC--REN	chr4:176792165--chr1:204156796	chr1:204156796--chr4:176792165	REN--VEGFC	5	cov5_pass5
chr10:133238155	chr16:807472	VENTX--PRR25	chr10:133238155--chr16:807472	chr10:133238155--chr16:807472	PRR25--VENTX	5	cov5_pass5
chr17:57979152	chr14:94769217	VEZF1--GSC	chr17:57979152--chr14:94769217	chr14:94769217--chr17:57979152	GSC--VEZF1	5	cov5_pass5
chrX:136548867	chr2:219329764	VGLL1--RESP18	chrX:136548867--chr2:219329764	chr2:219329764--chrX:136548867	RESP18--VGLL1	5	cov5_pass5
chr16:31094557	chr3:129975809	VKORC1--TRH	chr16:31094557--chr3:129975809	chr16:31094557--chr3:129975809	TRH--VKORC1	5	cov5_pass5
chr17:4785937	chr2:130576673	VMO1--AC140481.2	chr17:4785937--chr2:130576673	chr17:4785937--chr2:130576673	AC140481.2--VMO1	5	cov5_pass5
chr17:4785937	chr4:56656012	VMO1--HOPX	chr17:4785937--chr4:56656012	chr17:4785937--chr4:56656012	HOPX--VMO1	5	cov5_pass5
chr6:132684335	chr8:6924927	VNN1--DEFA6	chr6:132684335--chr8:6924927	chr6:132684335--chr8:6924927	DEFA6--VNN1	5	cov5_pass5
chr22:22244859	chr17:28704212	VPREB1--PROCA1	chr22:22244859--chr17:28704212	chr17:28704212--chr22:22244859	PROCA1--VPREB1	5	cov5_pass5
chr15:40896079	chr14:105587331	VPS18--IGHA2	chr15:40896079--chr14:105587331	chr14:105587331--chr15:40896079	IGHA2--VPS18	5	cov5_pass5
chr7:73668096	chr16:88430734	VPS37D--ZNF469	chr7:73668096--chr16:88430734	chr16:88430734--chr7:73668096	VPS37D--ZNF469	5	cov5_pass5
chr18:63403707	chr3:42699145	VPS4B--HHATL	chr18:63403707--chr3:42699145	chr18:63403707--chr3:42699145	HHATL--VPS4B	5	cov5_pass5
chr8:123430033	chr14:67693052	WDYHV1--RDH11	chr8:123430033--chr14:67693052	chr14:67693052--chr8:123430033	RDH11--WDYHV1	5	cov5_pass5
chr7:141723280	chr9:87884913	WEE2--SPATA31E1	chr7:141723280--chr9:87884913	chr7:141723280--chr9:87884913	SPATA31E1--WEE2	5	cov5_pass5
chr20:45110374	chr3:158598080	WFDC5--MLF1	chr20:45110374--chr3:158598080	chr20:45110374--chr3:158598080	MLF1--WFDC5	5	cov5_pass5
chr11:74906239	chr8:75543811	XRRA1--HNF4G	chr11:74906239--chr8:75543811	chr11:74906239--chr8:75543811	HNF4G--XRRA1	5	cov5_pass5
chr19:10927799	chr11:78017270	YIPF2--KCTD14	chr19:10927799--chr11:78017270	chr11:78017270--chr19:10927799	KCTD14--YIPF2	5	cov5_pass5
chr5:144169846	chr10:72007172	YIPF5--CHST3	chr5:144169846--chr10:72007172	chr10:72007172--chr5:144169846	CHST3--YIPF5	5	cov5_pass5
chr14:74782325	chr12:77050744	YLPM1--E2F7	chr14:74782325--chr12:77050744	chr12:77050744--chr14:74782325	E2F7--YLPM1	5	cov5_pass5
chr10:27148906	chr5:32420103	YME1L1--ZFR	chr10:27148906--chr5:32420103	chr10:27148906--chr5:32420103	YME1L1--ZFR	5	cov5_pass5
chr1:37807101	chr2:162435597	YRDC--KCNH7	chr1:37807101--chr2:162435597	chr1:37807101--chr2:162435597	KCNH7--YRDC	5	cov5_pass5
chr8:63187745	chr14:20429401	YTHDF3--KLHL33	chr8:63187745--chr14:20429401	chr14:20429401--chr8:63187745	KLHL33--YTHDF3	5	cov5_pass5
chr17:1354211	chr19:45553911	YWHAE--OPA3	chr17:1354211--chr19:45553911	chr17:1354211--chr19:45553911	OPA3--YWHAE	5	cov5_pass5
chr14:100239923	chr12:85980430	YY1--MGAT4C	chr14:100239923--chr12:85980430	chr12:85980430--chr14:100239923	MGAT4C--YY1	5	cov5_pass5
chr4:48491254	chr14:21330249	ZAR1--RPGRIP1	chr4:48491254--chr14:21330249	chr14:21330249--chr4:48491254	RPGRIP1--ZAR1	5	cov5_pass5
chr4:4303091	chr17:49506299	ZBTB49--NGFR	chr4:4303091--chr17:49506299	chr17:49506299--chr4:4303091	NGFR--ZBTB49	5	cov5_pass5
chr16:11765489	chr19:37165696	ZC3H7A--ZNF585A	chr16:11765489--chr19:37165696	chr16:11765489--chr19:37165696	ZC3H7A--ZNF585A	5	cov5_pass5
chr7:130051221	chrX:15353168	ZC3HC1--FIGF	chr7:130051221--chrX:15353168	chr7:130051221--chrX:15353168	FIGF--ZC3HC1	5	cov5_pass5
chr12:122477841	chr13:98176176	ZCCHC8--RNF113B	chr12:122477841--chr13:98176176	chr12:122477841--chr13:98176176	RNF113B--ZCCHC8	5	cov5_pass5
chr5:81309038	chr18:63917456	ZCCHC9--SERPINB10	chr5:81309038--chr18:63917456	chr18:63917456--chr5:81309038	SERPINB10--ZCCHC9	5	cov5_pass5
chr12:42317340	chr4:57033311	ZCRB1--IGFBP7	chr12:42317340--chr4:57033311	chr12:42317340--chr4:57033311	IGFBP7--ZCRB1	5	cov5_pass5
chr1:42696944	chr19:3201523	YBX1--NCLN	chr1:42696944--chr19:3201523	chr19:3201523--chr1:42696944	NCLN--YBX1	5	cov5_pass5
chr20:21349461	chr12:70422707	XRN2--KCNMB4	chr20:21349461--chr12:70422707	chr12:70422707--chr20:21349461	KCNMB4--XRN2	5	cov5_pass5
chr20:45555701	chrX:137568902	WFDC8--ZIC3	chr20:45555701--chrX:137568902	chr20:45555701--chrX:137568902	WFDC8--ZIC3	5	cov5_pass5
chr20:21365704	chr11:5269676	XRN2--HBE1	chr20:21365704--chr11:5269676	chr11:5269676--chr20:21365704	HBE1--XRN2	5	cov5_pass5
chr12:65120417	chr11:106011067	WIF1--MSANTD4	chr12:65120417--chr11:106011067	chr11:106011067--chr12:65120417	MSANTD4--WIF1	5	cov5_pass5
chr17:40273999	chr1:52303821	WIPF2--ZFYVE9	chr17:40273999--chr1:52303821	chr17:40273999--chr1:52303821	WIPF2--ZFYVE9	5	cov5_pass5
chr17:46818518	chr10:69631709	WNT3--C10ORF35	chr17:46818518--chr10:69631709	chr10:69631709--chr17:46818518	C10ORF35--WNT3	5	cov5_pass5
chr17:46768312	chr3:169807490	WNT3--LRRC34	chr17:46768312--chr3:169807490	chr17:46768312--chr3:169807490	LRRC34--WNT3	5	cov5_pass5
chr2:218871247	chr11:57737608	WNT6--TMX2	chr2:218871247--chr11:57737608	chr11:57737608--chr2:218871247	TMX2--WNT6	5	cov5_pass5
chr22:45976684	chr2:107859114	WNT7B--RGPD4	chr22:45976684--chr2:107859114	chr22:45976684--chr2:107859114	RGPD4--WNT7B	5	cov5_pass5
chr10:100482054	chr8:39749450	WNT8B--ADAM2	chr10:100482054--chr8:39749450	chr10:100482054--chr8:39749450	ADAM2--WNT8B	5	cov5_pass5
chr6:2770361	chr13:99862991	WRNIP1--CLYBL	chr6:2770361--chr13:99862991	chr13:99862991--chr6:2770361	CLYBL--WRNIP1	5	cov5_pass5
chr12:118034986	chr8:74026789	WSB2--LY96	chr12:118034986--chr8:74026789	chr12:118034986--chr8:74026789	LY96--WSB2	5	cov5_pass5
chr8:86448281	chr17:44015155	WWP1--TMEM101	chr8:86448281--chr17:44015155	chr17:44015155--chr8:86448281	TMEM101--WWP1	5	cov5_pass5
chrX:52514778	chr18:23016828	XAGE1A--RBBP8	chrX:52514778--chr18:23016828	chr18:23016828--chrX:52514778	RBBP8--XAGE1A	5	cov5_pass5
chrX:52370095	chr7:21477079	XAGE2B--SP4	chrX:52370095--chr7:21477079	chr7:21477079--chrX:52370095	SP4--XAGE2B	5	cov5_pass5
chrX:129745266	chr7:142802503	XPNPEP2--TRBC2	chrX:129745266--chr7:142802503	chr7:142802503--chrX:129745266	TRBC2--XPNPEP2	5	cov5_pass5
chr19:43553609	chr22:30926871	XRCC1--MORC2	chr19:43553609--chr22:30926871	chr19:43553609--chr22:30926871	MORC2--XRCC1	5	cov5_pass5
chr5:83258677	chr2:68158380	XRCC4--PNO1	chr5:83258677--chr2:68158380	chr2:68158380--chr5:83258677	PNO1--XRCC4	5	cov5_pass5
chr20:2815444	chr16:84033469	TMEM239--SLC38A8	chr20:2815444--chr16:84033469	chr16:84033469--chr20:2815444	SLC38A8--TMEM239	5	cov5_pass5
chr16:1534555	chr6:7861451	TMEM204--BMP6	chr16:1534555--chr6:7861451	chr16:1534555--chr6:7861451	BMP6--TMEM204	5	cov5_pass5
chr9:137066262	chr14:35270401	SAPCD2--KIAA0391	chr9:137066262--chr14:35270401	chr14:35270401--chr9:137066262	KIAA0391--SAPCD2	5	cov5_pass5
chr19:6433487	chr7:108479379	SLC25A41--PNPLA8	chr19:6433487--chr7:108479379	chr19:6433487--chr7:108479379	PNPLA8--SLC25A41	5	cov5_pass5
chr17:7038889	chr12:119187025	SLC16A13--HSPB8	chr17:7038889--chr12:119187025	chr12:119187025--chr17:7038889	HSPB8--SLC16A13	5	cov5_pass5
chr2:65018679	chr11:105026356	SLC1A4--CASP1	chr2:65018679--chr11:105026356	chr11:105026356--chr2:65018679	CASP1--SLC1A4	5	cov5_pass5
chr11:62979488	chr1:34983947	SLC22A6--ZMYM6NB	chr11:62979488--chr1:34983947	chr11:62979488--chr1:34983947	SLC22A6--ZMYM6NB	5	cov5_pass5
chr11:63375768	chr5:135578539	SLC22A9--CXCL14	chr11:63375768--chr5:135578539	chr11:63375768--chr5:135578539	CXCL14--SLC22A9	5	cov5_pass5
chr15:65625970	chr5:53658551	SLC24A1--NDUFS4	chr15:65625970--chr5:53658551	chr15:65625970--chr5:53658551	NDUFS4--SLC24A1	5	cov5_pass5
chr22:40792525	chrX:153182323	SLC25A17--MAGEA1	chr22:40792525--chrX:153182323	chr22:40792525--chrX:153182323	MAGEA1--SLC25A17	5	cov5_pass5
chr13:45405883	chr15:72289507	SLC25A30--CELF6	chr13:45405883--chr15:72289507	chr13:45405883--chr15:72289507	CELF6--SLC25A30	5	cov5_pass5
chr9:128350381	chr10:25466651	SLC27A4--GPR158	chr9:128350381--chr10:25466651	chr10:25466651--chr9:128350381	GPR158--SLC27A4	5	cov5_pass5
chr9:137232161	chr5:141009627	SLC34A3--PCDHA12	chr9:137232161--chr5:141009627	chr5:141009627--chr9:137232161	PCDHA12--SLC34A3	5	cov5_pass5
chr9:128355562	chr2:70275514	SLC27A4--PCYOX1	chr9:128355562--chr2:70275514	chr2:70275514--chr9:128355562	PCYOX1--SLC27A4	5	cov5_pass5
chr19:58498785	chr4:128272517	SLC27A5--PGRMC2	chr19:58498785--chr4:128272517	chr19:58498785--chr4:128272517	PGRMC2--SLC27A5	5	cov5_pass5
chr6:44233006	chr13:19465318	SLC29A1--TPTE2	chr6:44233006--chr13:19465318	chr13:19465318--chr6:44233006	SLC29A1--TPTE2	5	cov5_pass5
chr12:7827495	chr14:105587874	SLC2A14--IGHA2	chr12:7827495--chr14:105587874	chr12:7827495--chr14:105587874	IGHA2--SLC2A14	5	cov5_pass5
chr1:26044997	chr15:74721503	SLC30A2--CYP1A1	chr1:26044997--chr15:74721503	chr15:74721503--chr1:26044997	CYP1A1--SLC30A2	5	cov5_pass5
chr1:26044997	chr1:227733027	SLC30A2--JMJD4	chr1:26044997--chr1:227733027	chr1:227733027--chr1:26044997	JMJD4--SLC30A2	5	cov5_pass5
chr5:69094338	chr2:37214952	SLC30A5--CEBPZ	chr5:69094338--chr2:37214952	chr2:37214952--chr5:69094338	CEBPZ--SLC30A5	5	cov5_pass5
chr5:128084710	chr1:13149798	SLC12A2--PRAMEF26	chr5:128084710--chr1:13149798	chr1:13149798--chr5:128084710	PRAMEF26--SLC12A2	5	cov5_pass5
chr14:69786097	chr17:21244224	SLC10A1--C17ORF103	chr14:69786097--chr17:21244224	chr14:69786097--chr17:21244224	C17ORF103--SLC10A1	5	cov5_pass5
chr3:170391260	chr1:114878094	SKIL--SYCP1	chr3:170391260--chr1:114878094	chr1:114878094--chr3:170391260	SKIL--SYCP1	5	cov5_pass5
chr3:170384765	chr2:241897334	SKIL--AC131097.4	chr3:170384765--chr2:241897334	chr2:241897334--chr3:170384765	AC131097.4--SKIL	5	cov5_pass5
chr2:109398943	chr17:48552360	SH3RF3--HOXB3	chr2:109398943--chr17:48552360	chr17:48552360--chr2:109398943	HOXB3--SH3RF3	5	cov5_pass5
chr2:109432671	chr19:14030710	SH3RF3--RLN3	chr2:109432671--chr19:14030710	chr19:14030710--chr2:109432671	RLN3--SH3RF3	5	cov5_pass5
chr17:7630507	chr3:127669141	SHBG--PODXL2	chr17:7630507--chr3:127669141	chr17:7630507--chr3:127669141	PODXL2--SHBG	5	cov5_pass5
chr9:89037993	chr2:233768220	SHC3--UGT1A6	chr9:89037993--chr2:233768220	chr2:233768220--chr9:89037993	SHC3--UGT1A6	5	cov5_pass5
chr1:154485943	chr19:14594517	SHE--CLEC17A	chr1:154485943--chr19:14594517	chr19:14594517--chr1:154485943	CLEC17A--SHE	5	cov5_pass5
chr7:96673746	chr1:22491400	SHFM1--ZBTB40	chr7:96673746--chr1:22491400	chr1:22491400--chr7:96673746	SHFM1--ZBTB40	5	cov5_pass5
chr15:45172147	chr5:112887183	SHF--REEP5	chr15:45172147--chr5:112887183	chr15:45172147--chr5:112887183	REEP5--SHF	5	cov5_pass5
chr13:45851495	chr1:8958910	SIAH3--CA6	chr13:45851495--chr1:8958910	chr13:45851495--chr1:8958910	CA6--SIAH3	5	cov5_pass5
chr19:51497349	chr14:31394208	SIGLEC12--HEATR5A	chr19:51497349--chr14:31394208	chr14:31394208--chr19:51497349	HEATR5A--SIGLEC12	5	cov5_pass5
chr19:51457461	chr10:132832802	SIGLEC8--TTC40	chr19:51457461--chr10:132832802	chr10:132832802--chr19:51457461	SIGLEC8--TTC40	5	cov5_pass5
chr19:51125875	chr1:111486652	SIGLEC9--ADORA3	chr19:51125875--chr1:111486652	chr19:51125875--chr1:111486652	ADORA3--SIGLEC9	5	cov5_pass5
chr11:116857810	chr19:45771928	SIK3--DMPK	chr11:116857810--chr19:45771928	chr11:116857810--chr19:45771928	DMPK--SIK3	5	cov5_pass5
chr6:13585127	chr3:129156675	SIRT5--ISY1	chr6:13585127--chr3:129156675	chr3:129156675--chr6:13585127	ISY1--SIRT5	5	cov5_pass5
chr6:13584225	chr6:52684078	SIRT5--TMEM14A	chr6:13584225--chr6:52684078	chr6:13584225--chr6:52684078	SIRT5--TMEM14A	5	cov5_pass5
chr17:48189423	chr12:46780030	SKAP1--SLC38A4	chr17:48189423--chr12:46780030	chr12:46780030--chr17:48189423	SKAP1--SLC38A4	5	cov5_pass5
chr3:155829688	chr13:49222040	SLC33A1--MLNR	chr3:155829688--chr13:49222040	chr13:49222040--chr3:155829688	MLNR--SLC33A1	5	cov5_pass5
chr6:87477539	chr17:75521409	SLC35A1--TSEN54	chr6:87477539--chr17:75521409	chr17:75521409--chr6:87477539	SLC35A1--TSEN54	5	cov5_pass5
chr16:56420	chr20:50818211	SNRNP25--BCAS4	chr16:56420--chr20:50818211	chr16:56420--chr20:50818211	BCAS4--SNRNP25	5	cov5_pass5
chr16:3608430	chr18:68713900	SLX4--TMX3	chr16:3608430--chr18:68713900	chr16:3608430--chr18:68713900	SLX4--TMX3	5	cov5_pass5
chr3:170480289	chr18:74155306	SLC7A14--TIMM21	chr3:170480289--chr18:74155306	chr18:74155306--chr3:170480289	SLC7A14--TIMM21	5	cov5_pass5
chrX:70926070	chr2:24031162	SLC7A3--C2ORF44	chrX:70926070--chr2:24031162	chr2:24031162--chrX:70926070	C2ORF44--SLC7A3	5	cov5_pass5
chrX:70927798	chr11:63914954	SLC7A3--RCOR2	chrX:70927798--chr11:63914954	chr11:63914954--chrX:70927798	RCOR2--SLC7A3	5	cov5_pass5
chr16:68302381	chr1:74736542	SLC7A6OS--TYW3	chr16:68302381--chr1:74736542	chr16:68302381--chr1:74736542	SLC7A6OS--TYW3	5	cov5_pass5
chr17:35487726	chr3:126459737	SLFN12L--ZXDC	chr17:35487726--chr3:126459737	chr17:35487726--chr3:126459737	SLFN12L--ZXDC	5	cov5_pass5
chr13:87673574	chr4:94277022	SLITRK5--SMARCAD1	chr13:87673574--chr4:94277022	chr13:87673574--chr4:94277022	SLITRK5--SMARCAD1	5	cov5_pass5
chr15:58899469	chr14:91475966	SLTM--SMEK1	chr15:58899469--chr14:91475966	chr14:91475966--chr15:58899469	SLTM--SMEK1	5	cov5_pass5
chr12:51269245	chr12:120197462	SMAGP--RPLP0	chr12:51269245--chr12:120197462	chr12:120197462--chr12:51269245	RPLP0--SMAGP	5	cov5_pass5
chrX:48911859	chr17:40700383	SLC35A2--KRT24	chrX:48911859--chr17:40700383	chr17:40700383--chrX:48911859	KRT24--SLC35A2	5	cov5_pass5
chr1:40417096	chr6:31892734	SMAP2--EHMT2	chr1:40417096--chr6:31892734	chr1:40417096--chr6:31892734	EHMT2--SMAP2	5	cov5_pass5
chrX:129448302	chr20:35269760	SMARCA1--MMP24	chrX:129448302--chr20:35269760	chr20:35269760--chrX:129448302	MMP24--SMARCA1	5	cov5_pass5
chr12:50085546	chr6:78897829	SMARCD1--IRAK1BP1	chr12:50085546--chr6:78897829	chr12:50085546--chr6:78897829	IRAK1BP1--SMARCD1	5	cov5_pass5
chr17:2188399	chr12:91051518	SMG6--KERA	chr17:2188399--chr12:91051518	chr12:91051518--chr17:2188399	KERA--SMG6	5	cov5_pass5
chr6:130827651	chr2:121761409	SMLR1--TSN	chr6:130827651--chr2:121761409	chr2:121761409--chr6:130827651	SMLR1--TSN	5	cov5_pass5
chr4:70362169	chr11:65320544	SMR3A--CDC42EP2	chr4:70362169--chr11:65320544	chr11:65320544--chr4:70362169	CDC42EP2--SMR3A	5	cov5_pass5
chr9:136394800	chr1:22009705	SNAPC4--CELA3A	chr9:136394800--chr1:22009705	chr1:22009705--chr9:136394800	CELA3A--SNAPC4	5	cov5_pass5
chr3:170501109	chrX:107216671	SLC7A14--PIH1D3	chr3:170501109--chrX:107216671	chr3:170501109--chrX:107216671	PIH1D3--SLC7A14	5	cov5_pass5
chr19:33210467	chr14:68790492	SLC7A10--ZFP36L1	chr19:33210467--chr14:68790492	chr14:68790492--chr19:33210467	SLC7A10--ZFP36L1	5	cov5_pass5
chr1:44001390	chr14:74893348	SLC6A9--DLST	chr1:44001390--chr14:74893348	chr14:74893348--chr1:44001390	DLST--SLC6A9	5	cov5_pass5
chr16:55669696	chr12:889140	SLC6A2--WNK1	chr16:55669696--chr12:889140	chr12:889140--chr16:55669696	SLC6A2--WNK1	5	cov5_pass5
chr6:44257400	chr7:38358822	SLC35B2--TRGV3	chr6:44257400--chr7:38358822	chr6:44257400--chr7:38358822	SLC35B2--TRGV3	5	cov5_pass5
chr6:136922867	chr11:9207208	SLC35D3--DENND5A	chr6:136922867--chr11:9207208	chr11:9207208--chr6:136922867	DENND5A--SLC35D3	5	cov5_pass5
chr1:234214574	chr5:132998850	SLC35F3--ZCCHC10	chr1:234214574--chr5:132998850	chr1:234214574--chr5:132998850	SLC35F3--ZCCHC10	5	cov5_pass5
chr5:55645789	chr12:95483215	SLC38A9--METAP2	chr5:55645789--chr12:95483215	chr12:95483215--chr5:55645789	METAP2--SLC38A9	5	cov5_pass5
chr5:55656715	chr8:27820694	SLC38A9--PBK	chr5:55656715--chr8:27820694	chr5:55656715--chr8:27820694	PBK--SLC38A9	5	cov5_pass5
chr10:17953537	chr5:134959040	SLC39A12--PCBD2	chr10:17953537--chr5:134959040	chr10:17953537--chr5:134959040	PCBD2--SLC39A12	5	cov5_pass5
chr2:44301127	chr11:64766155	SLC3A1--SF1	chr2:44301127--chr11:64766155	chr11:64766155--chr2:44301127	SF1--SLC3A1	5	cov5_pass5
chr11:62888218	chr10:72336696	SLC3A2--DNAJB12	chr11:62888218--chr10:72336696	chr10:72336696--chr11:62888218	DNAJB12--SLC3A2	5	cov5_pass5
chr3:126012615	chr5:157163658	SLC41A3--FAM71B	chr3:126012615--chr5:157163658	chr3:126012615--chr5:157163658	FAM71B--SLC41A3	5	cov5_pass5
chr17:19013517	chr20:59030429	SLC5A10--ATP5E	chr17:19013517--chr20:59030429	chr17:19013517--chr20:59030429	ATP5E--SLC5A10	5	cov5_pass5
chr17:18976989	chr4:99556220	SLC5A10--TRMT10A	chr17:18976989--chr4:99556220	chr17:18976989--chr4:99556220	SLC5A10--TRMT10A	5	cov5_pass5
chr19:17874203	chr6:43226143	SLC5A5--DNPH1	chr19:17874203--chr6:43226143	chr19:17874203--chr6:43226143	DNPH1--SLC5A5	5	cov5_pass5
chr12:201762	chr3:113250555	SLC6A12--BOC	chr12:201762--chr3:113250555	chr12:201762--chr3:113250555	BOC--SLC6A12	5	cov5_pass5
chr12:198797	chr11:89227823	SLC6A12--TYR	chr12:198797--chr11:89227823	chr11:89227823--chr12:198797	SLC6A12--TYR	5	cov5_pass5
chr12:84885911	chr12:27791708	SLC6A15--KLHL42	chr12:84885911--chr12:27791708	chr12:27791708--chr12:84885911	KLHL42--SLC6A15	5	cov5_pass5
chr9:129015740	chr2:235777041	SH3GLB2--AC064874.1	chr9:129015740--chr2:235777041	chr2:235777041--chr9:129015740	AC064874.1--SH3GLB2	5	cov5_pass5
chr1:86735179	chr1:154022343	SH3GLB1--NUP210L	chr1:86735179--chr1:154022343	chr1:154022343--chr1:86735179	NUP210L--SH3GLB1	5	cov5_pass5
chr15:78098596	chrX:126820659	SH2D7--CXORF64	chr15:78098596--chrX:126820659	chr15:78098596--chrX:126820659	CXORF64--SH2D7	5	cov5_pass5
chr12:56929390	chr6:24466819	SDR9C7--GPLD1	chr12:56929390--chr6:24466819	chr12:56929390--chr6:24466819	GPLD1--SDR9C7	5	cov5_pass5
chr8:144267180	chr10:14530515	SCXB--FAM107B	chr8:144267180--chr10:14530515	chr10:14530515--chr8:144267180	FAM107B--SCXB	5	cov5_pass5
chr1:169859041	chr15:75726058	SCYL3--ODF3L1	chr1:169859041--chr15:75726058	chr15:75726058--chr1:169859041	ODF3L1--SCYL3	5	cov5_pass5
chr2:20203087	chr1:1213093	SDC1--TNFRSF4	chr2:20203087--chr1:1213093	chr1:1213093--chr2:20203087	SDC1--TNFRSF4	5	cov5_pass5
chr1:225992398	chr18:50286858	SDE2--CXXC1	chr1:225992398--chr18:50286858	chr18:50286858--chr1:225992398	CXXC1--SDE2	5	cov5_pass5
chr11:61430182	chr19:17817081	SDHAF2--INSL3	chr11:61430182--chr19:17817081	chr11:61430182--chr19:17817081	INSL3--SDHAF2	5	cov5_pass5
chr1:161323670	chr19:49054605	SDHC--CGB7	chr1:161323670--chr19:49054605	chr19:49054605--chr1:161323670	CGB7--SDHC	5	cov5_pass5
chr16:22182277	chr19:44948701	SDR42E2--APOC2	chr16:22182277--chr19:44948701	chr16:22182277--chr19:44948701	APOC2--SDR42E2	5	cov5_pass5
chr3:10318050	chr7:77196985	SEC13--FGL2	chr3:10318050--chr7:77196985	chr3:10318050--chr7:77196985	FGL2--SEC13	5	cov5_pass5
chr15:78092760	chr10:35525964	SH2D7--CCNY	chr15:78092760--chr10:35525964	chr10:35525964--chr15:78092760	CCNY--SH2D7	5	cov5_pass5
chr22:30525826	chr9:136431117	SEC14L6--INPP5E	chr22:30525826--chr9:136431117	chr22:30525826--chr9:136431117	INPP5E--SEC14L6	5	cov5_pass5
chr9:136447227	chr11:6611303	SEC16A--TAF10	chr9:136447227--chr11:6611303	chr11:6611303--chr9:136447227	SEC16A--TAF10	5	cov5_pass5
chr1:177965047	chr1:93642343	SEC16B--BCAR3	chr1:177965047--chr1:93642343	chr1:177965047--chr1:93642343	BCAR3--SEC16B	5	cov5_pass5
chr14:39093187	chr4:67634518	SEC23A--UBA6	chr14:39093187--chr4:67634518	chr14:39093187--chr4:67634518	SEC23A--UBA6	5	cov5_pass5
chr20:18546033	chr6:28085481	SEC23B--ZNF165	chr20:18546033--chr6:28085481	chr20:18546033--chr6:28085481	SEC23B--ZNF165	5	cov5_pass5
chr5:134692657	chr11:47587751	SEC24A--FAM180B	chr5:134692657--chr11:47587751	chr11:47587751--chr5:134692657	FAM180B--SEC24A	5	cov5_pass5
chr4:109434002	chr18:63901740	SEC24B--SERPINB2	chr4:109434002--chr18:63901740	chr18:63901740--chr4:109434002	SEC24B--SERPINB2	5	cov5_pass5
chr8:144267180	chr16:28320076	SCXA--SBK1	chr8:144267180--chr16:28320076	chr16:28320076--chr8:144267180	SBK1--SCXA	5	cov5_pass5
chr8:144336055	chr3:136443404	SCRT1--STAG1	chr8:144336055--chr3:136443404	chr3:136443404--chr8:144336055	SCRT1--STAG1	5	cov5_pass5
chr7:29926452	chr3:46743082	SCRN1--PRSS45	chr7:29926452--chr3:46743082	chr3:46743082--chr7:29926452	PRSS45--SCRN1	5	cov5_pass5
